00.000,06.213,43.258,65.671,79.231,87.434,92.398,95.401,97.217
00.000,-03.49,40.810,63.965,77.623,85.828,90.791,93.794,95.611
00.000,-03.32,27.156,61.714,76.174,84.383,89.346,92.349,94.166
00.000,-02.62,27.480,47.043,74.738,82.988,87.952,90.954,92.771
00.000,-02.60,28.539,47.480,59.005,81.747,86.710,89.713,91.530
00.000,-02.42,29.452,48.494,60.023,70.775,84.585,88.338,90.155
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-04.97,31.317,60.648,75.109,83.317,88.281,91.284,93.100
00.000,-03.40,31.746,53.748,74.775,83.021,87.984,90.987,92.804
00.000,-02.55,26.212,51.615,73.300,81.887,86.850,89.853,91.670
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.58,30.492,49.648,61.180,70.513,77.297,87.129,88.946
00.000,-02.57,36.679,58.712,70.691,81.847,87.440,90.446,92.263
00.000,-03.94,35.886,56.393,73.277,81.916,86.942,89.946,91.762
00.000,03.207,33.451,54.253,71.085,80.723,85.692,88.695,90.512
00.000,-02.60,32.038,52.416,69.963,80.666,85.630,88.633,90.450
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.58,31.430,50.689,62.225,71.618,78.420,81.465,87.752
00.000,-01.67,36.506,57.469,69.595,80.731,86.269,89.276,91.092
00.000,06.053,37.113,57.498,70.130,81.626,86.795,89.798,91.615
00.000,06.235,35.514,56.158,69.198,79.610,85.573,88.577,90.394
00.000,-02.70,34.251,53.263,67.162,78.406,83.479,86.516,88.333
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.58,32.380,51.744,63.283,72.736,79.557,82.602,84.419
00.000,03.658,39.794,58.606,69.987,76.872,85.048,88.055,89.872
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,07.635,36.475,56.335,69.153,79.014,85.497,88.503,90.320
00.000,10.163,36.291,55.201,66.862,77.831,84.191,87.215,89.032
00.000,-01.10,34.222,53.145,64.787,75.525,81.913,84.949,86.766
00.000,-01.38,33.342,52.812,64.354,73.868,80.708,83.754,85.571
00.000,10.487,40.949,59.760,71.141,78.026,85.699,88.729,90.546
00.000,02.620,38.597,57.409,68.789,75.675,83.286,86.318,88.135
00.000,06.301,36.518,56.289,67.827,77.562,84.172,87.195,89.012
00.000,12.212,37.538,56.428,67.952,77.323,84.136,87.289,89.105
00.000,10.441,36.271,55.076,66.611,76.081,82.829,85.967,87.784
00.000,-02.28,35.060,53.852,65.385,74.807,81.548,84.675,86.491