00.000,-05.73,21.792,42.149,57.208,68.347,76.586,82.681
00.000,-07.26,10.232,38.560,55.411,66.740,74.979,81.074
00.000,-03.84,09.400,37.124,53.739,65.295,73.534,79.629
00.000,-01.50,09.768,34.917,52.199,63.900,72.140,78.234
00.000,-01.47,10.189,28.085,50.998,62.659,70.898,76.993
00.000,-01.41,10.785,29.078,44.785,60.617,69.523,75.618
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-08.10,22.082,39.417,51.255,64.230,72.469,78.564
00.000,-07.15,11.262,38.315,50.322,63.933,72.172,78.267
00.000,-02.08,11.176,36.562,49.615,62.799,71.038,77.133
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.22,11.455,30.207,45.057,53.933,68.315,74.409
00.000,05.911,27.370,43.302,55.117,63.864,71.652,77.727
00.000,-04.07,25.675,41.888,53.705,62.868,71.133,77.226
00.000,-04.56,18.700,39.549,51.405,60.963,69.881,75.975
00.000,-02.30,17.424,37.430,50.251,60.085,69.819,75.913
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.20,12.050,31.226,46.101,54.981,62.178,73.216
00.000,03.618,26.067,42.160,53.974,62.726,70.438,76.557
00.000,03.277,24.558,42.268,54.083,62.879,70.585,77.079
00.000,02.994,19.888,40.754,52.773,61.649,69.386,75.857
00.000,02.009,17.886,38.263,50.537,59.504,67.349,73.762
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.18,12.646,32.258,47.157,56.043,63.289,69.879
00.000,05.109,22.040,41.018,52.833,61.894,68.538,75.336
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,09.333,20.220,38.958,52.788,61.661,69.045,75.783
00.000,09.117,19.470,37.738,51.533,60.421,67.815,74.491
00.000,-01.71,17.833,35.425,49.339,58.230,65.578,72.226
00.000,-01.22,18.032,33.302,48.227,57.118,64.415,71.031
00.000,08.967,22.733,42.139,54.076,63.048,69.692,76.001
00.000,08.598,17.819,39.781,51.735,60.697,67.341,73.590
00.000,10.278,19.650,35.650,50.859,60.539,67.818,74.474
00.000,10.878,20.220,36.324,51.490,60.458,67.933,74.567
00.000,04.098,19.388,35.262,50.265,59.219,66.635,73.245
00.000,-00.65,18.677,34.095,49.066,58.008,65.366,71.952